ScanColor,ScanType,RadiationType,Energy,Medium,FieldSize
,0,0,21.3,44.53,
,0,0,21.2,44.74,
,0,0,21.1,44.92,
,0,0,21,45.1,
,0,0,20.9,45.32,
,0,0,20.8,45.62,
,0,0,20.7,45.71,
,0,0,20.6,45.94,
,0,0,20.5,46.17,
,0,0,20.4,46.37,
,0,0,20.3,46.55,
,0,0,20.2,46.72,
,0,0,20.1,46.97,
,0,0,20,47.21,
,0,0,19.9,47.4,
,0,0,19.8,47.58,
,0,0,19.7,47.79,
,0,0,19.6,48.07,
,0,0,19.5,48.23,
,0,0,19.4,48.46,
,0,0,19.3,48.71,
,0,0,19.2,48.96,
,0,0,19.1,49.21,
,0,0,19,49.51,
,0,0,18.9,49.71,
,0,0,18.8,49.9,
,0,0,18.7,50.08,
,0,0,18.6,50.27,
,0,0,18.5,50.45,
,0,0,18.4,50.58,
,0,0,18.3,50.94,
,0,0,18.2,51.22,
,0,0,18.1,51.49,
,0,0,18,51.72,
,0,0,17.9,51.92,
,0,0,17.8,52.07,
,0,0,17.7,52.32,
,0,0,17.6,52.56,
,0,0,17.5,52.82,
,0,0,17.4,53.06,
,0,0,17.3,53.31,
,0,0,17.2,53.62,
,0,0,17.1,53.83,
,0,0,17,54.07,
,0,0,16.9,54.31,
,0,0,16.8,54.57,
,0,0,16.7,54.85,
,0,0,16.6,55.09,
,0,0,16.5,55.33,
,0,0,16.4,55.55,
,0,0,16.3,55.79,
,0,0,16.2,56.06,
,0,0,16.1,56.34,
,0,0,16,56.61,
,0,0,15.9,56.87,
,0,0,15.8,57.11,
,0,0,15.7,57.38,
,0,0,15.6,57.67,
,0,0,15.5,57.95,
,0,0,15.4,58.07,
,0,0,15.3,58.31,
,0,0,15.2,58.6,
,0,0,15.1,58.91,
,0,0,15,59.2,
,0,0,14.9,59.47,
,0,0,14.8,59.76,
,0,0,14.7,60.09,
,0,0,14.6,60.39,
,0,0,14.5,60.66,
,0,0,14.4,60.9,
,0,0,14.3,61.12,
,0,0,14.2,61.47,
,0,0,14.1,61.71,
,0,0,14,62.02,
,0,0,13.9,62.34,
,0,0,13.8,62.64,
,0,0,13.7,62.91,
,0,0,13.6,63.25,
,0,0,13.5,63.5,
,0,0,13.4,63.76,
,0,0,13.3,64.05,
,0,0,13.2,64.34,
,0,0,13.1,64.64,
,0,0,13,64.95,
,0,0,12.9,65.22,
,0,0,12.8,65.51,
,0,0,12.7,65.8,
,0,0,12.6,66.07,
,0,0,12.5,66.33,
,0,0,12.4,66.75,
,0,0,12.3,67.03,
,0,0,12.2,67.33,
,0,0,12.1,67.65,
,0,0,12,67.99,
,0,0,11.9,68.32,
,0,0,11.8,68.59,
,0,0,11.7,68.94,
,0,0,11.6,69.25,
,0,0,11.5,69.53,
,0,0,11.4,69.8,
,0,0,11.3,70.11,
,0,0,11.2,70.47,
,0,0,11.1,70.83,
,0,0,11,71.14,
,0,0,10.9,71.44,
,0,0,10.8,71.77,
,0,0,10.7,72.08,
,0,0,10.6,72.36,
,0,0,10.5,72.72,
,0,0,10.4,73.08,
,0,0,10.3,73.43,
,0,0,10.2,73.78,
,0,0,10.1,74.12,
,0,0,10,74.52,
,0,0,9.9,74.83,
,0,0,9.8,75.17,
,0,0,9.7,75.54,
,0,0,9.6,75.9,
,0,0,9.5,76.25,
,0,0,9.4,76.58,
,0,0,9.3,76.87,
,0,0,9.2,77.19,
,0,0,9.1,77.57,
,0,0,9,77.96,
,0,0,8.9,78.23,
,0,0,8.8,78.57,
,0,0,8.7,78.95,
,0,0,8.6,79.35,
,0,0,8.5,79.74,
,0,0,8.4,80.1,
,0,0,8.3,80.45,
,0,0,8.2,80.85,
,0,0,8.1,81.19,
,0,0,8,81.52,
,0,0,7.9,81.87,
,0,0,7.8,82.26,
,0,0,7.7,82.64,
,0,0,7.6,82.78,
,0,0,7.5,83.15,
,0,0,7.39,83.56,
,0,0,7.29,83.95,
,0,0,7.19,84.35,
,0,0,7.09,84.81,
,0,0,6.99,85.05,
,0,0,6.89,85.38,
,0,0,6.79,85.77,
,0,0,6.69,86.16,
,0,0,6.59,86.55,
,0,0,6.49,86.87,
,0,0,6.39,87.26,
,0,0,6.29,87.66,
,0,0,6.19,88.11,
,0,0,6.09,88.56,
,0,0,5.99,88.92,
,0,0,5.89,89.2,
,0,0,5.79,89.63,
,0,0,5.69,90.03,
,0,0,5.59,90.43,
,0,0,5.49,90.83,
,0,0,5.39,91.18,
,0,0,5.29,91.54,
,0,0,5.19,91.97,
,0,0,5.09,92.38,
,0,0,4.99,92.8,
,0,0,4.89,93.22,
,0,0,4.79,93.63,
,0,0,4.69,94.02,
,0,0,4.59,94.45,
,0,0,4.49,94.83,
,0,0,4.39,95.15,
,0,0,4.29,95.46,
,0,0,4.19,95.84,
,0,0,4.09,96.4,
,0,0,3.99,96.7,
,0,0,3.88,97.06,
,0,0,3.78,97.42,
,0,0,3.68,97.73,
,0,0,3.58,97.98,
,0,0,3.48,98.25,
,0,0,3.38,98.67,
,0,0,3.28,98.93,
,0,0,3.18,99.14,
,0,0,3.08,99.39,
,0,0,2.98,99.68,
,0,0,2.88,99.96,
,0,0,2.78,99.9,
,0,0,2.68,99.9,
,0,0,2.58,99.92,
,0,0,2.48,99.87,
,0,0,2.38,99.74,
,0,0,2.28,99.54,
,0,0,2.18,99.15,
,0,0,2.08,98.72,
,0,0,1.98,98.25,
,0,0,1.88,97.71,
,0,0,1.78,97.02,
,0,0,1.68,96.08,
,0,0,1.58,95.02,
,0,0,1.48,93.73,
,0,0,1.38,92.24,
,0,0,1.28,90.59,
,0,0,1.18,88.77,
,0,0,1.08,86.48,
,0,0,0.98,83.83,
,0,0,0.88,80.75,
,0,0,0.78,77.24,
,0,0,0.68,73.32,
,0,0,0.58,68.83,
,0,0,0.47,63.17,
,0,0,0.37,56.82,
,0,0,0.27,50.54,
,0,0,0.17,45.21,
,0,0,0.07,41.47,
