ScanColor,ScanType,RadiationType,Energy,Medium,FieldSize
"Color [A=255, R=255, G=0, B=255]",Depth Dose,Photons,15,Water,"10, 10"
,Crossline(cm),Inline(cm),Depth(cm),Dose(%),
,0,0,31,29.49,
,0,0,30.9,29.22,
,0,0,30.8,29.18,
,0,0,30.7,29.27,
,0,0,30.6,29.4,
,0,0,30.5,29.54,
,0,0,30.4,29.7,
,0,0,30.3,29.84,
,0,0,30.2,29.87,
,0,0,30.1,30.02,
,0,0,30,30.18,
,0,0,29.9,30.31,
,0,0,29.8,30.43,
,0,0,29.7,30.59,
,0,0,29.6,30.67,
,0,0,29.5,30.76,
,0,0,29.4,30.91,
,0,0,29.3,31.12,
,0,0,29.2,31.31,
,0,0,29.1,31.34,
,0,0,29,31.55,
,0,0,28.9,31.66,
,0,0,28.8,31.77,
,0,0,28.7,31.9,
,0,0,28.6,32.05,
,0,0,28.5,32.16,
,0,0,28.4,32.41,
,0,0,28.3,32.55,
,0,0,28.2,32.66,
,0,0,28.1,32.77,
,0,0,28,32.92,
,0,0,27.9,33.09,
,0,0,27.8,33.24,
,0,0,27.7,33.39,
,0,0,27.6,33.54,
,0,0,27.5,33.7,
,0,0,27.4,33.86,
,0,0,27.3,34,
,0,0,27.2,34.09,
,0,0,27.1,34.25,
,0,0,27,34.41,
,0,0,26.9,34.56,
,0,0,26.8,34.72,
,0,0,26.7,34.97,
,0,0,26.6,35.1,
,0,0,26.5,35.21,
,0,0,26.4,35.34,
,0,0,26.3,35.48,
,0,0,26.2,35.62,
,0,0,26.1,35.8,
,0,0,26,35.99,
,0,0,25.9,36.16,
,0,0,25.8,36.31,
,0,0,25.7,36.48,
,0,0,25.6,36.67,
,0,0,25.5,36.81,
,0,0,25.4,37.01,
,0,0,25.3,37.19,
,0,0,25.2,37.34,
,0,0,25.1,37.49,
,0,0,25,37.65,
,0,0,24.9,37.89,
,0,0,24.8,38.06,
,0,0,24.7,38.22,
,0,0,24.6,38.36,
,0,0,24.5,38.52,
,0,0,24.4,38.73,
,0,0,24.3,38.86,
,0,0,24.2,39.04,
,0,0,24.1,39.24,
,0,0,24,39.42,
,0,0,23.9,39.55,
,0,0,23.8,39.67,
,0,0,23.7,39.84,
,0,0,23.6,40.09,
,0,0,23.5,40.3,
,0,0,23.4,40.48,
,0,0,23.3,40.64,
,0,0,23.2,40.82,
,0,0,23.1,40.99,
,0,0,23,41.21,
,0,0,22.9,41.41,
,0,0,22.8,41.63,
,0,0,22.7,41.84,
,0,0,22.6,42.03,
,0,0,22.5,42.11,
,0,0,22.4,42.34,
,0,0,22.3,42.55,
,0,0,22.2,42.72,
,0,0,22.1,42.87,
,0,0,22,43.04,
,0,0,21.9,43.35,
,0,0,21.8,43.53,
,0,0,21.7,43.71,
,0,0,21.6,43.92,
,0,0,21.5,44.08,
,0,0,21.4,44.15,
