ScanColor,ScanType,RadiationType,Energy,Medium,FieldSize
"Color [A=255, R=255, G=0, B=255]",Depth Dose,Photons,15,Water,"20, 5"
,Crossline(cm),Inline(cm),Depth(cm),Dose(%),
,0,0,31,28.08,
,0,0,30.9,28.38,
,0,0,30.8,28.57,
,0,0,30.7,28.72,
,0,0,30.6,28.82,
,0,0,30.5,28.93,
,0,0,30.4,29.06,
,0,0,30.3,29.23,
,0,0,30.2,29.36,
,0,0,30.1,29.46,
,0,0,30,29.58,
,0,0,29.9,29.7,
,0,0,29.8,29.81,
,0,0,29.7,29.94,
,0,0,29.6,30.11,
,0,0,29.5,30.27,
,0,0,29.4,30.4,
,0,0,29.3,30.52,
,0,0,29.2,30.65,
,0,0,29.1,30.82,
,0,0,29,30.96,
,0,0,28.9,31.1,
,0,0,28.8,31.23,
,0,0,28.7,31.36,
,0,0,28.6,31.48,
,0,0,28.5,31.55,
,0,0,28.4,31.72,
,0,0,28.3,31.89,
,0,0,28.2,32.04,
,0,0,28.1,32.18,
,0,0,28,32.34,
,0,0,27.9,32.55,
,0,0,27.8,32.66,
,0,0,27.7,32.76,
,0,0,27.6,32.88,
,0,0,27.5,33.03,
,0,0,27.4,33.23,
,0,0,27.3,33.45,
,0,0,27.2,33.53,
,0,0,27.1,33.64,
,0,0,27,33.79,
,0,0,26.9,33.96,
,0,0,26.8,34.14,
,0,0,26.7,34.25,
,0,0,26.6,34.36,
,0,0,26.5,34.53,
,0,0,26.4,34.73,
,0,0,26.3,34.92,
,0,0,26.2,35.06,
,0,0,26.1,35.19,
,0,0,26,35.35,
,0,0,25.9,35.49,
,0,0,25.8,35.62,
,0,0,25.7,35.78,
,0,0,25.6,35.98,
,0,0,25.5,36.13,
,0,0,25.4,36.34,
,0,0,25.3,36.55,
,0,0,25.2,36.71,
,0,0,25.1,36.84,
,0,0,25,36.98,
,0,0,24.9,37.15,
,0,0,24.8,37.36,
,0,0,24.7,37.53,
,0,0,24.6,37.68,
,0,0,24.5,37.83,
,0,0,24.4,38.01,
,0,0,24.3,38.18,
,0,0,24.2,38.35,
,0,0,24.1,38.55,
,0,0,24,38.72,
,0,0,23.9,38.88,
,0,0,23.8,39.06,
,0,0,23.7,39.24,
,0,0,23.6,39.44,
,0,0,23.5,39.63,
,0,0,23.4,39.82,
,0,0,23.3,40.02,
,0,0,23.2,40.24,
,0,0,23.1,40.27,
,0,0,23,40.48,
,0,0,22.9,40.73,
,0,0,22.8,40.96,
,0,0,22.7,41.15,
,0,0,22.6,41.3,
,0,0,22.5,41.44,
,0,0,22.4,41.65,
,0,0,22.3,41.84,
,0,0,22.2,42.03,
,0,0,22.1,42.22,
,0,0,22,42.43,
,0,0,21.9,42.64,
,0,0,21.8,42.84,
,0,0,21.7,43.06,
,0,0,21.6,43.26,
,0,0,21.5,43.45,
,0,0,21.4,43.59,
,0,0,21.3,43.81,
,0,0,21.2,44.03,
,0,0,21.1,44.25,
,0,0,21,44.44,
,0,0,20.9,44.66,
,0,0,20.8,44.97,
,0,0,20.7,45.1,
,0,0,20.6,45.23,
,0,0,20.5,45.42,
,0,0,20.4,45.67,
,0,0,20.3,45.94,
,0,0,20.2,46.12,
,0,0,20.1,46.24,
,0,0,20,46.44,
,0,0,19.9,46.69,
,0,0,19.8,46.97,
,0,0,19.7,47.2,
,0,0,19.6,47.32,
,0,0,19.5,47.53,
,0,0,19.4,47.78,
,0,0,19.3,48.03,
,0,0,19.2,48.25,
,0,0,19.1,48.45,
