ScanColor,ScanType,RadiationType,Energy,Medium,FieldSize
,0,0,19,48.69,
,0,0,18.9,49.02,
,0,0,18.8,49.21,
,0,0,18.7,49.41,
,0,0,18.6,49.65,
,0,0,18.5,49.88,
,0,0,18.4,50.01,
,0,0,18.3,50.26,
,0,0,18.2,50.5,
,0,0,18.1,50.75,
,0,0,18,51.03,
,0,0,17.9,51.31,
,0,0,17.8,51.5,
,0,0,17.7,51.75,
,0,0,17.6,52.01,
,0,0,17.5,52.26,
,0,0,17.4,52.49,
,0,0,17.3,52.71,
,0,0,17.2,53.02,
,0,0,17.1,53.28,
,0,0,17,53.52,
,0,0,16.9,53.76,
,0,0,16.8,54,
,0,0,16.7,54.24,
,0,0,16.6,54.46,
,0,0,16.5,54.65,
,0,0,16.4,54.89,
,0,0,16.3,55.16,
,0,0,16.2,55.43,
,0,0,16.1,55.71,
,0,0,16,56.06,
,0,0,15.9,56.23,
,0,0,15.8,56.46,
,0,0,15.7,56.72,
,0,0,15.6,56.99,
,0,0,15.5,57.27,
,0,0,15.4,57.6,
,0,0,15.3,57.81,
,0,0,15.2,58.04,
,0,0,15.1,58.31,
,0,0,15,58.58,
,0,0,14.9,58.87,
,0,0,14.8,59.16,
,0,0,14.7,59.48,
,0,0,14.6,59.75,
,0,0,14.5,59.98,
,0,0,14.4,60.21,
,0,0,14.3,60.44,
,0,0,14.2,60.76,
,0,0,14.1,61.06,
,0,0,14,61.39,
,0,0,13.9,61.71,
,0,0,13.8,62,
,0,0,13.7,62.24,
,0,0,13.6,62.55,
,0,0,13.5,62.8,
,0,0,13.4,63.11,
,0,0,13.3,63.44,
,0,0,13.2,63.74,
,0,0,13.1,64.03,
,0,0,13,64.35,
,0,0,12.9,64.6,
,0,0,12.8,64.87,
,0,0,12.7,65.18,
,0,0,12.6,65.53,
,0,0,12.5,65.91,
,0,0,12.4,66.27,
,0,0,12.3,66.59,
,0,0,12.2,66.9,
,0,0,12.1,67.21,
,0,0,12,67.48,
,0,0,11.9,67.72,
,0,0,11.8,68.06,
,0,0,11.7,68.41,
,0,0,11.6,68.72,
,0,0,11.5,69.01,
,0,0,11.4,69.3,
,0,0,11.3,69.62,
,0,0,11.2,70.04,
,0,0,11.1,70.35,
,0,0,11,70.66,
,0,0,10.9,70.97,
,0,0,10.8,71.29,
,0,0,10.7,71.62,
,0,0,10.6,71.99,
,0,0,10.5,72.33,
,0,0,10.4,72.67,
,0,0,10.3,73.03,
,0,0,10.2,73.38,
,0,0,10.1,73.68,
,0,0,10,74,
,0,0,9.9,74.38,
,0,0,9.8,74.7,
,0,0,9.7,74.98,
,0,0,9.6,75.31,
,0,0,9.5,75.82,
,0,0,9.4,76.07,
,0,0,9.3,76.41,
,0,0,9.2,76.78,
,0,0,9.1,77.15,
,0,0,9,77.52,
,0,0,8.9,77.91,
,0,0,8.8,78.29,
,0,0,8.7,78.64,
,0,0,8.6,78.99,
,0,0,8.5,79.34,
,0,0,8.4,79.68,
,0,0,8.3,79.96,
,0,0,8.2,80.43,
,0,0,8.1,80.77,
,0,0,8,81.1,
,0,0,7.9,81.46,
,0,0,7.8,81.88,
,0,0,7.7,82.48,
,0,0,7.6,82.67,
,0,0,7.5,83.03,
,0,0,7.39,83.45,
,0,0,7.29,83.88,
,0,0,7.19,84.27,
,0,0,7.09,84.58,
,0,0,6.99,85,
,0,0,6.89,85.4,
,0,0,6.79,85.77,
,0,0,6.69,86.13,
,0,0,6.59,86.52,
,0,0,6.49,87.09,
,0,0,6.39,87.38,
,0,0,6.29,87.71,
,0,0,6.19,88.08,
,0,0,6.09,88.5,
,0,0,5.99,88.97,
,0,0,5.89,89.47,
,0,0,5.79,89.72,
,0,0,5.69,90.11,
,0,0,5.59,90.54,
,0,0,5.49,90.94,
,0,0,5.39,91.29,
,0,0,5.29,91.7,
,0,0,5.19,92.09,
,0,0,5.09,92.51,
,0,0,4.99,92.95,
,0,0,4.89,93.4,
,0,0,4.79,93.85,
,0,0,4.69,94.23,
,0,0,4.59,94.61,
,0,0,4.49,95.01,
,0,0,4.39,95.44,
,0,0,4.29,95.87,
,0,0,4.19,96.25,
,0,0,4.09,96.52,
,0,0,3.99,96.8,
,0,0,3.88,97.18,
,0,0,3.78,97.57,
,0,0,3.68,97.94,
,0,0,3.58,98.29,
,0,0,3.48,98.54,
,0,0,3.38,98.77,
,0,0,3.28,99.01,
,0,0,3.18,99.27,
,0,0,3.08,99.54,
,0,0,2.98,99.76,
,0,0,2.88,99.87,
,0,0,2.78,99.89,
,0,0,2.68,99.92,
,0,0,2.58,99.88,
,0,0,2.48,99.75,
,0,0,2.38,99.57,
,0,0,2.28,99.45,
,0,0,2.18,99.19,
,0,0,2.08,98.81,
,0,0,1.98,98.32,
,0,0,1.88,97.8,
,0,0,1.78,97.2,
,0,0,1.68,95.96,
,0,0,1.58,94.71,
,0,0,1.48,93.38,
,0,0,1.38,91.92,
,0,0,1.28,90.35,
,0,0,1.18,88.65,
,0,0,1.08,85.91,
,0,0,0.98,83.03,
,0,0,0.88,79.83,
,0,0,0.78,76.21,
,0,0,0.68,72.15,
,0,0,0.58,67.74,
,0,0,0.47,61.88,
,0,0,0.37,55.43,
,0,0,0.27,49.09,
,0,0,0.17,43.62,
,0,0,0.07,39.76,
