ScanColor,ScanType,RadiationType,Energy,Medium,FieldSize
Color [A=255, R=255, G=0, B=255],Inline,Photons,15,Water,20, 10
,Crossline(cm),Inline(cm),Depth(cm),Dose(%),
,0,9.02,10,2.26,
,0,8.92,10,2.38,
,0,8.82,10,2.45,
,0,8.72,10,2.52,
,0,8.62,10,2.61,
,0,8.52,10,2.7,
,0,8.42,10,2.78,
,0,8.32,10,2.87,
,0,8.22,10,2.97,
,0,8.12,10,3.05,
,0,8.02,10,3.17,
,0,7.92,10,3.29,
,0,7.82,10,3.4,
,0,7.72,10,3.5,
,0,7.62,10,3.68,
,0,7.52,10,3.81,
,0,7.42,10,3.95,
,0,7.32,10,4.1,
,0,7.22,10,4.28,
,0,7.12,10,4.48,
,0,7.02,10,4.73,
,0,6.92,10,4.97,
,0,6.82,10,5.22,
,0,6.72,10,5.5,
,0,6.62,10,5.82,
,0,6.52,10,6.2,
,0,6.42,10,6.59,
,0,6.32,10,7.08,
,0,6.22,10,7.64,
,0,6.12,10,8.29,
,0,6.02,10,9.03,
,0,5.92,10,9.88,
,0,5.82,10,10.97,
,0,5.72,10,12.33,
,0,5.62,10,14.08,
,0,5.52,10,16.36,
,0,5.42,10,19.32,
,0,5.32,10,23.3,
,0,5.22,10,29.81,
,0,5.12,10,38.39,
,0,5.02,10,47.82,
,0,4.92,10,57.68,
,0,4.82,10,67.39,
,0,4.72,10,76.12,
,0,4.62,10,82.46,
,0,4.52,10,86.44,
,0,4.42,10,89.34,
,0,4.32,10,91.5,
,0,4.22,10,93.16,
,0,4.12,10,94.5,
,0,4.02,10,95.44,
,0,3.92,10,96.2,
,0,3.82,10,96.78,
,0,3.72,10,97.23,
,0,3.62,10,97.64,
,0,3.52,10,98.1,
,0,3.42,10,98.37,
,0,3.32,10,98.69,
,0,3.22,10,98.91,
,0,3.12,10,99.05,
,0,3.02,10,99.13,
,0,2.92,10,99.11,
,0,2.82,10,99.18,
,0,2.72,10,99.26,
,0,2.62,10,99.37,
,0,2.52,10,99.49,
,0,2.42,10,99.62,
,0,2.32,10,99.71,
,0,2.22,10,99.74,
,0,2.12,10,99.76,
,0,2.02,10,99.82,
,0,1.92,10,99.91,
,0,1.82,10,100.01,
,0,1.72,10,100,
,0,1.62,10,100.18,
,0,1.52,10,100.42,
,0,1.42,10,100.44,
,0,1.32,10,100.32,
,0,1.22,10,100.22,
,0,1.12,10,100.33,
,0,1.02,10,100.32,
,0,0.92,10,100.29,
,0,0.82,10,100.23,
,0,0.72,10,100.19,
,0,0.62,10,100.2,
,0,0.52,10,100.25,
,0,0.42,10,100.14,
,0,0.32,10,100.08,
,0,0.22,10,100.04,
,0,0.12,10,100,
,0,0.02,10,99.94,
,0,-0.08,10,99.82,
,0,-0.18,10,99.93,
,0,-0.28,10,100,
,0,-0.38,10,100.1,
,0,-0.48,10,100.21,
,0,-0.58,10,100.33,
,0,-0.68,10,100.45,
,0,-0.78,10,100.49,
,0,-0.88,10,100.53,
,0,-0.98,10,100.6,
,0,-1.08,10,100.72,
,0,-1.18,10,100.82,
,0,-1.28,10,100.78,
,0,-1.38,10,100.73,
,0,-1.48,10,100.73,
,0,-1.58,10,100.63,
,0,-1.68,10,100.43,
,0,-1.78,10,100.25,
,0,-1.88,10,100.37,
,0,-1.98,10,100.06,
,0,-2.08,10,99.9,
,0,-2.18,10,99.74,
,0,-2.28,10,99.58,
,0,-2.38,10,99.42,
,0,-2.48,10,99.16,
,0,-2.58,10,99.03,
,0,-2.68,10,98.95,
,0,-2.78,10,98.85,
,0,-2.88,10,98.71,
,0,-2.98,10,98.54,
,0,-3.08,10,98.46,
,0,-3.18,10,98.13,
,0,-3.28,10,97.93,
,0,-3.38,10,97.76,
,0,-3.48,10,97.54,
,0,-3.58,10,97.27,
,0,-3.68,10,97.01,
,0,-3.78,10,96.48,
,0,-3.88,10,95.85,
,0,-3.98,10,95.13,
,0,-4.08,10,94.3,
,0,-4.18,10,93.35,
,0,-4.28,10,92.05,
,0,-4.38,10,90.21,
,0,-4.48,10,87.55,
,0,-4.58,10,83.82,
,0,-4.68,10,78.56,
,0,-4.78,10,71.46,
,0,-4.88,10,62.69,
,0,-4.98,10,52.71,
,0,-5.08,10,43.03,
,0,-5.18,10,34.23,
,0,-5.28,10,26.82,
,0,-5.38,10,21.08,
,0,-5.48,10,17.49,
,0,-5.58,10,15.08,
,0,-5.68,10,13.18,
,0,-5.78,10,11.67,
,0,-5.88,10,10.46,
,0,-5.98,10,9.44,
,0,-6.08,10,8.58,
,0,-6.18,10,7.91,
,0,-6.28,10,7.32,
,0,-6.38,10,6.82,
,0,-6.48,10,6.37,
,0,-6.58,10,5.93,
,0,-6.68,10,5.61,
,0,-6.78,10,5.31,
,0,-6.88,10,5.05,
,0,-6.98,10,4.81,
,0,-7.08,10,4.58,
,0,-7.18,10,4.35,
,0,-7.28,10,4.17,
,0,-7.38,10,4.02,
,0,-7.48,10,3.86,
,0,-7.58,10,3.71,
,0,-7.68,10,3.56,
,0,-7.78,10,3.43,
,0,-7.88,10,3.34,
,0,-7.98,10,3.2,
,0,-8.08,10,3.08,
,0,-8.18,10,2.98,
,0,-8.28,10,2.88,
,0,-8.38,10,2.78,
,0,-8.48,10,2.7,
,0,-8.58,10,2.6,
,0,-8.68,10,2.53,
,0,-8.78,10,2.47,
,0,-8.88,10,2.4,
Color [A=255, R=255, G=69, B=0],Crossline,Photons,15,Water,20, 10
,Crossline(cm),Inline(cm),Depth(cm),Dose(%),
,14,0,10,1.76,
,13.9,0,10,1.5,
,13.8,0,10,1.41,
,13.7,0,10,1.51,
,13.6,0,10,1.52,
,13.5,0,10,1.51,
,13.4,0,10,1.53,
,13.3,0,10,1.58,
,13.2,0,10,1.58,
,13.1,0,10,1.63,
,13,0,10,1.67,
,12.9,0,10,1.7,
,12.8,0,10,1.72,
,12.7,0,10,1.74,
,12.6,0,10,1.81,
,12.5,0,10,1.82,
,12.4,0,10,1.86,
,12.3,0,10,1.9,
,12.2,0,10,1.94,
,12.1,0,10,1.96,
,12,0,10,2.02,
,11.9,0,10,2.06,
,11.8,0,10,2.1,
,11.7,0,10,2.13,
,11.6,0,10,2.17,
,11.5,0,10,2.21,
,11.4,0,10,2.26,
,11.3,0,10,2.32,
,11.2,0,10,2.38,
,11.1,0,10,2.43,
,11,0,10,2.47,
,10.9,0,10,2.5,
,10.8,0,10,2.56,
,10.7,0,10,2.63,
,10.6,0,10,2.69,
,10.5,0,10,2.75,
,10.4,0,10,2.82,
,10.3,0,10,2.88,
,10.2,0,10,2.99,
,10.1,0,10,3.02,
,10,0,10,3.07,
,9.9,0,10,3.16,
,9.8,0,10,3.25,
,9.7,0,10,3.31,
,9.6,0,10,3.42,
,9.5,0,10,3.48,
,9.4,0,10,3.57,
,9.3,0,10,3.67,
,9.2,0,10,3.77,
,9.1,0,10,3.85,
,9,0,10,4.02,
,8.9,0,10,4.11,
,8.8,0,10,4.19,
,8.7,0,10,4.31,
,8.6,0,10,4.46,
,8.5,0,10,4.61,
,8.4,0,10,4.71,
,8.3,0,10,4.85,
,8.2,0,10,5.02,
,8.1,0,10,5.2,
,8,0,10,5.39,
,7.9,0,10,5.59,
,7.8,0,10,5.76,
,7.7,0,10,5.96,
,7.6,0,10,6.2,
,7.5,0,10,6.47,
,7.4,0,10,6.77,
,7.3,0,10,7.08,
,7.2,0,10,7.44,
,7.1,0,10,7.87,
,7,0,10,8.33,
,6.9,0,10,8.85,
,6.8,0,10,9.44,
,6.7,0,10,10.14,
,6.6,0,10,11.05,
,6.5,0,10,12.11,
,6.4,0,10,13.46,
,6.3,0,10,15.13,
,6.2,0,10,17.19,
,6.1,0,10,19.87,
,6,0,10,23.61,
,5.9,0,10,28.51,
,5.8,0,10,34.55,
,5.7,0,10,41.54,
,5.6,0,10,49.21,
,5.5,0,10,57.48,
,5.4,0,10,64.96,
,5.3,0,10,71.56,
,5.2,0,10,77.07,
,5.1,0,10,81.37,
,5,0,10,84.46,
,4.9,0,10,86.68,
,4.8,0,10,88.44,
,4.7,0,10,89.88,
,4.6,0,10,91.01,
,4.5,0,10,91.86,
,4.4,0,10,92.52,
,4.3,0,10,93.06,
,4.2,0,10,93.6,
,4.1,0,10,94,
,4,0,10,94.41,
,3.9,0,10,94.82,
,3.8,0,10,95.18,
,3.7,0,10,95.39,
,3.6,0,10,95.68,
