ScanColor,ScanType,RadiationType,Energy,Medium,FieldSize
,3.5,0,10,95.92,
,3.4,0,10,96.13,
,3.3,0,10,96.33,
,3.2,0,10,96.53,
,3.1,0,10,96.59,
,3,0,10,96.82,
,2.9,0,10,97.07,
,2.8,0,10,97.28,
,2.7,0,10,97.41,
,2.6,0,10,97.45,
,2.5,0,10,97.57,
,2.4,0,10,97.85,
,2.3,0,10,98.04,
,2.2,0,10,98.17,
,2.1,0,10,98.26,
,2,0,10,98.29,
,1.9,0,10,98.42,
,1.8,0,10,98.51,
,1.7,0,10,98.65,
,1.6,0,10,98.85,
,1.5,0,10,99.04,
,1.4,0,10,99.12,
,1.3,0,10,99.27,
,1.2,0,10,99.26,
,1.1,0,10,99.38,
,1,0,10,99.53,
,0.9,0,10,99.65,
,0.8,0,10,99.75,
,0.7,0,10,99.85,
,0.6,0,10,99.88,
,0.5,0,10,99.9,
,0.4,0,10,99.89,
,0.3,0,10,99.88,
,0.2,0,10,99.97,
,0.1,0,10,100.01,
,0,0,10,100.08,
,-0.1,0,10,100.17,
,-0.2,0,10,100.3,
,-0.3,0,10,100.4,
,-0.4,0,10,100.37,
,-0.5,0,10,100.48,
,-0.6,0,10,100.62,
,-0.7,0,10,100.7,
,-0.8,0,10,100.78,
,-0.9,0,10,100.89,
,-1,0,10,101.02,
,-1.1,0,10,101.22,
,-1.2,0,10,101.26,
,-1.3,0,10,101.28,
,-1.4,0,10,101.34,
,-1.5,0,10,101.47,
,-1.6,0,10,101.6,
,-1.7,0,10,101.62,
,-1.8,0,10,101.7,
,-1.9,0,10,101.75,
,-2,0,10,101.79,
,-2.1,0,10,101.8,
,-2.2,0,10,101.73,
,-2.3,0,10,101.68,
,-2.4,0,10,101.66,
,-2.5,0,10,101.72,
,-2.6,0,10,101.76,
,-2.7,0,10,101.71,
,-2.8,0,10,101.68,
,-2.9,0,10,101.74,
,-3,0,10,101.7,
,-3.1,0,10,101.6,
,-3.2,0,10,101.49,
,-3.3,0,10,101.41,
,-3.4,0,10,101.32,
,-3.5,0,10,101.27,
,-3.6,0,10,101.14,
,-3.7,0,10,100.96,
,-3.8,0,10,100.7,
,-3.9,0,10,100.34,
,-4,0,10,100.03,
,-4.1,0,10,99.44,
,-4.2,0,10,98.86,
,-4.3,0,10,98.15,
,-4.4,0,10,97.22,
,-4.5,0,10,96.06,
,-4.6,0,10,94.58,
,-4.7,0,10,92.19,
,-4.8,0,10,88.85,
,-4.9,0,10,84.36,
,-5,0,10,78.7,
,-5.1,0,10,71.73,
,-5.2,0,10,62.87,
,-5.3,0,10,53.85,
,-5.4,0,10,44.96,
,-5.5,0,10,36.65,
,-5.6,0,10,29.5,
,-5.7,0,10,23.88,
,-5.8,0,10,19.83,
,-5.9,0,10,16.94,
,-6,0,10,14.82,
,-6.1,0,10,13.19,
,-6.2,0,10,11.87,
,-6.3,0,10,10.75,
,-6.4,0,10,9.81,
,-6.5,0,10,9.11,
,-6.6,0,10,8.48,
,-6.7,0,10,7.94,
,-6.8,0,10,7.47,
,-6.9,0,10,7.06,
,-7,0,10,6.67,
,-7.1,0,10,6.36,
,-7.2,0,10,6.07,
,-7.3,0,10,5.78,
,-7.4,0,10,5.49,
,-7.5,0,10,5.25,
,-7.6,0,10,5.07,
,-7.7,0,10,4.85,
,-7.8,0,10,4.67,
,-7.9,0,10,4.51,
,-8,0,10,4.34,
,-8.1,0,10,4.19,
,-8.2,0,10,4.06,
,-8.3,0,10,3.91,
,-8.4,0,10,3.79,
,-8.5,0,10,3.66,
,-8.6,0,10,3.54,
,-8.7,0,10,3.44,
,-8.8,0,10,3.3,
,-8.9,0,10,3.23,
,-9,0,10,3.13,
,-9.1,0,10,3.04,
,-9.2,0,10,2.97,
,-9.3,0,10,2.9,
,-9.4,0,10,2.79,
,-9.5,0,10,2.71,
,-9.6,0,10,2.62,
,-9.7,0,10,2.55,
,-9.8,0,10,2.49,
,-9.9,0,10,2.44,
,-10,0,10,2.35,
,-10.1,0,10,2.3,
,-10.2,0,10,2.23,
,-10.3,0,10,2.16,
,-10.4,0,10,2.13,
,-10.5,0,10,2.11,
,-10.6,0,10,2.04,
,-10.7,0,10,1.97,
,-10.8,0,10,1.93,
,-10.9,0,10,1.9,
,-11,0,10,1.84,
,-11.1,0,10,1.78,
,-11.2,0,10,1.78,
,-11.3,0,10,1.73,
,-11.4,0,10,1.68,
,-11.5,0,10,1.64,
,-11.6,0,10,1.61,
,-11.7,0,10,1.6,
,-11.8,0,10,1.54,
,-11.9,0,10,1.5,
,-12,0,10,1.48,
,-12.1,0,10,1.46,
,-12.2,0,10,1.43,
,-12.3,0,10,1.4,
,-12.4,0,10,1.38,
,-12.5,0,10,1.35,
,-12.6,0,10,1.32,
,-12.7,0,10,1.28,
,-12.8,0,10,1.26,
,-12.9,0,10,1.26,
,-13,0,10,1.23,
,-13.1,0,10,1.22,
,-13.2,0,10,1.2,
,-13.3,0,10,1.18,
,-13.4,0,10,1.15,
,-13.5,0,10,1.13,
,-13.6,0,10,1.11,
,-13.7,0,10,1.09,
,-13.8,0,10,1.08,
,-13.9,0,10,1.06,
,-14,0,10,1.04,
